accountage,monthlycharges,totalcharges,subscriptiontype,paymentmethod,paperlessbilling,contenttype,multideviceaccess,deviceregistered,viewinghoursperweek,averageviewingduration,contentdownloadspermonth,genrepreference,userrating,supportticketspermonth,gender,watchlistsize,parentalcontrol,subtitlesenabled,churn
18,11.89760689,214.1569241,Standard,Bank transfer,Yes,Both,No,TV,24.99972916,113.1699799,38,Action,2.018859055,5,Female,0,Yes,Yes,1
50,14.19357196,709.678598,Standard,Electronic check,Yes,Both,No,Tablet,17.64377537,35.54635961,42,Comedy,1.863872638,5,Male,5,No,No,0
114,15.45863737,1762.28466,Premium,Bank transfer,Yes,TV Shows,Yes,Mobile,25.05152027,83.1867075,38,Sci-Fi,3.730631301,6,Male,0,No,No,0
103,15.20801789,1566.425843,Premium,Credit card,Yes,Movies,No,Mobile,1.609735556,68.63450285,25,Fantasy,3.84525311,5,Male,12,No,No,0
24,16.65147756,399.6354614,Basic,Mailed check,No,TV Shows,No,Mobile,34.20970587,108.2340957,27,Comedy,2.672968016,5,Female,1,Yes,No,0
93,6.198441798,576.4550872,Basic,Electronic check,No,TV Shows,Yes,Computer,9.474047191,105.8096302,45,Sci-Fi,1.721452607,7,Male,2,Yes,Yes,0
36,9.54828868,343.7383925,Standard,Credit card,Yes,TV Shows,No,Computer,38.0179286,148.0345047,0,Fantasy,2.170098029,4,Female,20,No,No,0
29,8.754356436,253.8763367,Premium,Mailed check,Yes,Both,Yes,Tablet,24.58010722,38.02224154,18,Fantasy,4.573791137,5,Male,18,Yes,No,0
93,12.6108368,1172.807823,Standard,Electronic check,No,TV Shows,Yes,Tablet,8.431955376,159.6372447,28,Drama,1.575426253,8,Male,15,No,No,0
21,19.06917706,400.4527183,Premium,Credit card,No,Both,Yes,Mobile,27.63501575,174.6452188,9,Drama,4.54863872,7,Female,4,Yes,Yes,0
73,18.05580311,1318.073627,Premium,Bank transfer,Yes,Both,No,Tablet,19.43957607,104.2352282,26,Drama,2.07949996,6,Male,0,Yes,Yes,0
30,10.43058053,312.9174158,Standard,Credit card,Yes,Both,Yes,TV,4.024761679,100.1707633,27,Comedy,2.900428134,5,Male,8,Yes,No,1
95,6.281056317,596.7003501,Basic,Credit card,Yes,TV Shows,Yes,TV,29.62773108,102.46475,6,Fantasy,2.285666259,4,Female,1,Yes,No,0
20,5.021556307,100.4311261,Premium,Electronic check,Yes,Movies,No,Mobile,14.98777595,10.53239605,33,Drama,4.837877289,0,Female,4,Yes,No,0
5,8.510094907,42.55047453,Basic,Mailed check,Yes,Both,No,Computer,35.20305796,76.77448854,43,Comedy,2.448543493,9,Male,1,Yes,No,0
26,16.43138541,427.2160206,Standard,Bank transfer,No,Movies,No,Computer,24.2655836,113.8274116,35,Comedy,3.199559947,3,Male,15,No,Yes,1
27,16.16186935,436.3704723,Basic,Electronic check,No,Both,No,Tablet,16.73312708,61.64202877,39,Sci-Fi,3.628164575,5,Male,11,No,Yes,0
60,8.648277938,518.8966763,Premium,Credit card,No,TV Shows,Yes,Computer,19.9789297,110.0635388,44,Sci-Fi,1.15352387,0,Male,20,No,Yes,0
59,5.279865125,311.5120424,Premium,Credit card,Yes,Movies,No,Mobile,11.82040036,59.2931477,37,Sci-Fi,2.365169212,8,Female,8,Yes,Yes,0
60,9.599238447,575.9543068,Standard,Mailed check,No,TV Shows,No,TV,20.64443379,82.3770787,30,Sci-Fi,3.152187821,4,Female,4,Yes,No,0
71,12.84913794,912.2887934,Premium,Mailed check,Yes,TV Shows,Yes,Computer,14.5598116,13.36171067,11,Action,1.077860496,9,Male,4,No,No,1
111,5.837408011,647.9522892,Standard,Credit card,No,TV Shows,No,Mobile,10.32695138,53.34742535,49,Comedy,2.233396164,6,Male,0,Yes,No,0
99,14.96395227,1481.431275,Basic,Bank transfer,Yes,Both,No,Computer,19.91521394,171.8460788,14,Action,2.086851833,6,Female,14,No,No,0
106,13.98284939,1482.182035,Premium,Electronic check,Yes,Both,Yes,Computer,35.26541946,149.2690263,47,Drama,1.148177422,3,Female,24,Yes,No,0
96,9.2427411,887.3031456,Premium,Mailed check,No,TV Shows,Yes,TV,13.57190481,176.6068208,47,Fantasy,4.164549491,1,Male,10,No,No,0
21,9.895145142,207.798048,Standard,Electronic check,Yes,TV Shows,Yes,Tablet,38.23916835,70.73535254,4,Fantasy,4.000563566,2,Female,3,Yes,No,1
61,8.284394629,505.3480724,Standard,Bank transfer,No,TV Shows,Yes,Computer,12.76886061,11.26654656,23,Sci-Fi,4.811982415,4,Female,18,Yes,Yes,0
73,13.80571761,1007.817386,Premium,Mailed check,No,TV Shows,No,Computer,10.86655118,20.31459768,4,Action,4.362384795,2,Male,10,No,No,0
108,13.51073608,1459.159497,Basic,Electronic check,No,Movies,No,TV,20.92591104,11.02899403,3,Action,1.358788343,2,Male,8,No,No,1
5,6.872394493,34.36197246,Basic,Mailed check,No,TV Shows,No,TV,14.96616417,26.47120549,15,Action,3.339594652,4,Female,2,Yes,No,1
75,12.16492545,912.369409,Basic,Bank transfer,No,Movies,No,TV,14.11036437,34.35892169,30,Fantasy,3.931285817,3,Female,5,No,Yes,0
113,6.649643301,751.4096931,Premium,Credit card,Yes,Both,No,Computer,39.03327236,146.8272688,9,Comedy,1.757989832,6,Female,10,No,Yes,0
21,18.66392463,391.9424173,Standard,Mailed check,Yes,TV Shows,No,Mobile,4.870856737,20.61453917,40,Drama,3.827535022,0,Male,5,No,Yes,1
78,16.17636514,1261.756481,Basic,Mailed check,Yes,Both,Yes,Mobile,27.84513483,32.42003956,47,Drama,2.965282845,7,Female,5,Yes,Yes,0
60,8.024237369,481.4542422,Premium,Mailed check,No,Movies,Yes,Computer,5.565035661,7.224805261,9,Action,2.854155362,5,Female,14,Yes,No,1
27,17.12385402,462.3440585,Basic,Electronic check,Yes,Both,Yes,Mobile,19.76535648,39.55950947,33,Action,4.497708,2,Male,12,No,Yes,0
39,19.75039617,770.2654505,Basic,Mailed check,No,Both,Yes,Tablet,32.81697786,35.18036686,39,Sci-Fi,4.555611017,0,Male,16,Yes,Yes,1
60,16.74661974,1004.797185,Standard,Mailed check,No,Both,Yes,Mobile,14.17718334,16.98467093,8,Fantasy,3.137247941,0,Male,15,No,No,0
69,18.02993392,1244.06544,Standard,Mailed check,Yes,Movies,No,Mobile,24.59009553,170.6089085,47,Action,1.358344493,8,Female,19,Yes,No,0
73,5.007598213,365.5546695,Standard,Credit card,No,TV Shows,Yes,Computer,18.2039192,110.0580864,34,Comedy,4.740776962,5,Female,6,No,Yes,0
56,8.814883174,493.6334578,Standard,Mailed check,No,Both,No,Mobile,19.80182727,123.1192471,35,Comedy,3.928396827,5,Female,21,Yes,Yes,0
5,18.25658113,91.28290563,Basic,Electronic check,No,Both,No,Mobile,12.41009775,122.9288343,16,Action,3.561897407,8,Male,19,No,No,1
19,9.50579775,180.6101573,Premium,Mailed check,Yes,Both,Yes,Mobile,21.32532293,114.5086379,2,Action,4.721024109,2,Female,12,Yes,No,0
24,6.406156099,153.7477464,Standard,Mailed check,No,Both,Yes,Computer,4.237683589,149.3915623,21,Fantasy,1.459149254,2,Male,17,No,Yes,0
113,15.27841353,1726.460729,Standard,Bank transfer,Yes,Movies,No,Tablet,16.69820824,168.2401705,17,Sci-Fi,1.942299988,0,Female,18,Yes,No,0
72,5.353011114,385.4168002,Premium,Mailed check,No,TV Shows,Yes,Tablet,24.0193431,164.3720254,46,Comedy,3.154367067,7,Female,10,No,Yes,0
10,14.76965877,147.6965877,Basic,Electronic check,No,Movies,Yes,Computer,37.49310168,19.6104454,18,Action,4.633169955,6,Male,12,Yes,No,0
111,17.35656066,1926.578233,Premium,Bank transfer,No,Movies,No,Computer,20.55474349,102.6484051,20,Fantasy,4.497797337,1,Female,5,Yes,No,0
110,16.56554215,1822.209636,Basic,Credit card,Yes,TV Shows,No,Computer,27.23725155,170.7802792,49,Sci-Fi,3.69753989,5,Female,18,No,No,0
110,17.62358566,1938.594422,Standard,Credit card,No,Both,Yes,TV,27.45917049,21.65985111,21,Drama,2.405179096,2,Male,19,Yes,Yes,1
19,14.67754503,278.8733556,Premium,Bank transfer,No,Movies,Yes,TV,16.52946203,111.4442543,24,Sci-Fi,2.650614999,9,Female,22,No,No,1
18,18.72411322,337.0340379,Premium,Mailed check,Yes,Movies,Yes,TV,25.31590533,171.1470234,9,Action,4.746561226,2,Male,23,No,No,1
117,19.25503122,2252.838653,Basic,Credit card,Yes,TV Shows,No,Mobile,6.822001472,140.7219372,30,Comedy,2.940006172,4,Female,4,Yes,No,1
106,18.10489841,1919.119232,Premium,Credit card,No,Both,No,TV,17.17236947,135.4566967,24,Sci-Fi,3.4550111,4,Female,13,No,Yes,0
16,17.9928321,287.8853135,Premium,Mailed check,No,Movies,Yes,Tablet,35.24899524,43.19397145,37,Action,1.422071453,0,Male,18,Yes,Yes,0
49,9.462074706,463.6416606,Standard,Credit card,No,Both,No,TV,19.4971145,119.7233658,18,Comedy,2.53472323,0,Male,3,No,Yes,0
99,12.74301595,1261.558579,Standard,Bank transfer,Yes,Movies,No,Mobile,1.028137762,13.88456834,13,Comedy,1.461394901,1,Female,7,Yes,No,0
63,14.49287421,913.0510755,Standard,Mailed check,No,Movies,No,Tablet,12.75953774,12.59383787,0,Action,3.182645605,5,Male,10,No,Yes,0
50,16.71865711,835.9328553,Premium,Electronic check,No,Both,Yes,Computer,33.61130093,158.4501298,41,Action,2.711304913,6,Female,19,Yes,Yes,0
90,18.61744264,1675.569838,Premium,Electronic check,Yes,Both,Yes,Tablet,14.80005061,67.30748057,28,Sci-Fi,3.628427386,0,Female,5,Yes,Yes,0
119,9.059107625,1078.033807,Basic,Bank transfer,No,Movies,Yes,Mobile,39.31114917,131.6384273,25,Drama,3.750664203,2,Male,9,Yes,Yes,0
77,7.262394493,559.2043759,Basic,Electronic check,Yes,TV Shows,No,Mobile,7.005733125,149.9211636,48,Drama,1.552289309,8,Male,19,No,No,0
65,10.3424774,672.2610307,Premium,Mailed check,Yes,Both,Yes,Computer,13.1648711,143.2835245,11,Drama,1.406571164,2,Female,10,Yes,No,0
1,18.5234825,18.5234825,Standard,Mailed check,No,Both,Yes,Tablet,38.57606816,136.1700649,32,Sci-Fi,4.972109058,5,Female,5,No,No,0
93,17.61655565,1638.339676,Standard,Bank transfer,Yes,TV Shows,Yes,Computer,9.364334021,48.74934417,48,Action,4.805411123,9,Male,11,No,Yes,0
33,6.106277834,201.5071685,Premium,Credit card,No,Both,No,Mobile,12.95690003,146.6076647,35,Fantasy,1.966849218,2,Male,15,Yes,No,0
88,9.501692408,836.1489319,Basic,Credit card,No,Both,No,Mobile,10.20378033,57.04240209,21,Fantasy,3.236627427,4,Female,20,No,No,1
98,7.889026099,773.1245577,Premium,Electronic check,No,TV Shows,No,Computer,30.24130424,35.47469452,4,Drama,2.497155079,6,Male,1,Yes,Yes,0
40,11.05174491,442.0697964,Premium,Electronic check,No,Movies,Yes,TV,39.93481292,145.695005,39,Comedy,2.327601095,5,Male,22,Yes,Yes,0
2,9.438060145,18.87612029,Basic,Mailed check,Yes,TV Shows,No,Computer,10.0890782,157.6650526,34,Action,4.702480871,8,Male,2,No,Yes,0
19,19.31984786,367.0771094,Premium,Electronic check,No,Both,No,TV,13.2957157,178.786042,12,Action,3.751211899,8,Female,6,Yes,No,0
70,10.80905302,756.6337114,Basic,Bank transfer,No,TV Shows,No,Computer,29.0753225,163.7816802,38,Sci-Fi,1.161311749,4,Male,20,Yes,Yes,0
49,7.919924973,388.0763237,Basic,Credit card,No,Movies,No,TV,34.66346622,110.4120551,46,Fantasy,1.883959864,0,Female,20,No,No,0
13,9.054870351,117.7133146,Standard,Credit card,Yes,Movies,Yes,Tablet,19.35761029,148.3870201,22,Comedy,3.012526152,1,Female,20,Yes,Yes,1
49,14.11037666,691.4084566,Premium,Electronic check,Yes,Both,No,Tablet,2.259636872,87.39392025,27,Action,3.793051118,1,Female,3,No,Yes,1
44,15.92494923,700.6977662,Standard,Mailed check,Yes,Both,No,Computer,35.41045309,178.2753236,32,Fantasy,3.469518061,3,Female,4,No,Yes,0
6,4.995302226,29.97181336,Standard,Credit card,No,Movies,No,Mobile,17.5141219,28.87969059,30,Comedy,3.982199595,2,Female,2,No,No,0
95,17.67831908,1679.440312,Premium,Electronic check,Yes,Movies,Yes,Tablet,4.069030816,171.5331607,22,Sci-Fi,4.275998685,6,Male,17,Yes,No,0
16,11.04173925,176.6678279,Premium,Mailed check,Yes,TV Shows,Yes,Computer,32.37886641,116.5292447,40,Drama,1.889502463,2,Male,3,No,No,0
43,16.5222718,710.4576876,Basic,Mailed check,No,TV Shows,Yes,Tablet,2.664834987,43.86853374,8,Comedy,2.029473847,0,Female,5,No,No,1
112,17.60295402,1971.530851,Premium,Bank transfer,Yes,Both,No,Tablet,33.8750781,120.3412565,26,Sci-Fi,1.219260711,6,Male,6,No,Yes,0
106,8.521263734,903.2539559,Standard,Bank transfer,No,Movies,No,Mobile,3.62322267,139.8356755,4,Drama,4.242742221,5,Female,12,Yes,Yes,1
116,7.573369865,878.5109043,Basic,Bank transfer,Yes,Both,Yes,Computer,17.29961631,163.9404104,0,Sci-Fi,2.834295673,3,Female,1,No,No,0
68,15.85584285,1078.197314,Premium,Electronic check,No,TV Shows,No,Tablet,38.05407504,15.13155396,19,Fantasy,3.601773265,2,Male,17,No,Yes,0
41,9.165818208,375.7985465,Basic,Mailed check,Yes,TV Shows,No,Tablet,18.20535594,104.4972258,37,Comedy,4.561984036,6,Male,13,Yes,Yes,0
47,16.92953448,795.6881203,Basic,Bank transfer,No,Both,Yes,Tablet,29.71245352,92.34208729,2,Drama,4.860035295,7,Female,24,Yes,Yes,1
11,19.59397151,215.5336866,Standard,Mailed check,Yes,Both,No,Mobile,31.90267678,126.7648579,19,Sci-Fi,4.846759381,7,Male,15,Yes,No,0
6,10.60824628,63.64947767,Standard,Bank transfer,Yes,Both,No,TV,5.201051718,144.3503823,25,Comedy,4.08076927,7,Female,8,Yes,Yes,0
7,6.162986273,43.14090391,Premium,Bank transfer,Yes,Both,Yes,Tablet,38.63279072,149.2008866,24,Comedy,2.09578338,2,Male,12,No,No,0
64,6.872767708,439.8571333,Basic,Credit card,No,Movies,No,Tablet,37.77626859,142.479501,38,Sci-Fi,1.325030784,7,Female,8,Yes,No,0
81,17.20030613,1393.224796,Standard,Bank transfer,Yes,Both,No,TV,36.1334412,133.4592319,45,Fantasy,3.848047632,2,Male,8,Yes,No,0
45,15.10556736,679.7505311,Basic,Mailed check,Yes,Movies,No,Tablet,11.59808036,63.73241262,42,Sci-Fi,4.951731829,9,Female,17,Yes,Yes,0
11,11.19418452,123.1360297,Basic,Bank transfer,No,Both,Yes,TV,17.10114446,6.404602743,49,Sci-Fi,4.036469232,8,Female,6,No,Yes,1
73,7.649119881,558.3857513,Premium,Credit card,Yes,TV Shows,Yes,TV,6.333366916,168.1611854,34,Sci-Fi,1.341950164,9,Female,9,Yes,Yes,0
104,5.255660969,546.5887408,Premium,Bank transfer,Yes,Movies,Yes,Tablet,21.16065531,60.00374833,27,Fantasy,2.735635304,9,Female,13,No,Yes,0
26,7.414003931,192.7641022,Basic,Bank transfer,No,TV Shows,No,Tablet,39.49896269,122.0772274,1,Action,3.985795932,7,Male,20,Yes,No,1
64,15.85048849,1014.431263,Premium,Mailed check,No,Both,Yes,TV,8.022678393,46.4084127,38,Drama,3.296024023,3,Female,21,No,No,0
27,19.53876575,527.5466752,Standard,Electronic check,No,Both,No,Tablet,24.15676516,93.06029602,29,Sci-Fi,3.450092755,3,Male,1,No,Yes,0
60,5.739503773,344.3702264,Standard,Bank transfer,Yes,Movies,Yes,TV,11.29544683,115.7007643,40,Comedy,4.155213277,7,Male,13,No,No,0
65,19.61483766,1274.964448,Premium,Electronic check,Yes,Both,No,Computer,6.618706048,107.3829496,40,Drama,4.479548014,3,Female,8,No,Yes,0
111,5.072390558,563.0353519,Basic,Credit card,No,Both,Yes,TV,14.99411559,18.26754711,22,Comedy,1.869618443,7,Female,7,No,No,0
19,5.46375157,103.8112798,Premium,Electronic check,Yes,Both,Yes,TV,34.89825447,159.8454889,44,Action,2.846575234,6,Female,10,Yes,No,0
83,9.475135801,786.4362715,Premium,Mailed check,No,TV Shows,No,Computer,19.01203836,89.91627698,46,Fantasy,3.309361017,2,Male,20,No,Yes,0
31,6.405966578,198.5849639,Standard,Bank transfer,Yes,TV Shows,Yes,Mobile,16.87541277,140.4851418,31,Comedy,2.134851613,5,Male,23,Yes,No,0
24,12.07285404,289.7484971,Standard,Credit card,No,TV Shows,Yes,Tablet,21.03670644,81.72763241,44,Drama,1.557659009,1,Male,3,Yes,Yes,0
90,6.73553999,606.1985991,Basic,Credit card,No,TV Shows,Yes,Computer,38.98115738,12.51599142,44,Comedy,2.366256161,8,Male,7,No,No,0
19,9.923089978,188.5387096,Basic,Electronic check,Yes,Both,No,Tablet,37.66104083,91.92993975,27,Drama,2.878511286,4,Female,1,No,No,0
9,16.0729696,144.6567264,Premium,Bank transfer,Yes,Movies,Yes,Tablet,32.7617734,166.9834877,48,Comedy,3.192955057,7,Female,13,No,No,0
15,11.61764376,174.2646564,Standard,Mailed check,Yes,Movies,No,TV,28.37239488,116.874752,0,Fantasy,1.321242063,4,Male,4,Yes,No,0
5,16.26944479,81.34722394,Premium,Credit card,Yes,TV Shows,No,TV,23.19917374,20.88711511,30,Action,1.813276216,8,Female,24,No,Yes,1
9,14.38377617,129.4539856,Basic,Electronic check,Yes,Both,No,Mobile,7.134582485,8.693227036,27,Sci-Fi,2.526757696,4,Male,16,Yes,Yes,1
117,14.48631981,1694.899418,Premium,Mailed check,Yes,Both,No,TV,26.75279156,59.11924888,43,Sci-Fi,1.518275823,5,Male,23,Yes,Yes,0
35,5.963190463,208.7116662,Premium,Credit card,Yes,TV Shows,No,Computer,3.832709712,121.816711,4,Fantasy,2.533858603,1,Male,7,Yes,Yes,0
76,12.6326466,960.0811418,Basic,Credit card,No,Both,No,Computer,15.21220986,54.37221568,48,Fantasy,4.307471003,1,Female,7,Yes,No,0
80,14.09477175,1127.58174,Standard,Electronic check,Yes,Movies,Yes,Tablet,39.23192141,24.47588534,0,Comedy,4.919539399,6,Male,11,Yes,No,0
115,9.057535582,1041.616592,Basic,Electronic check,No,Movies,No,Tablet,15.05819305,127.8716658,15,Action,2.75249566,2,Female,6,No,No,0
58,9.518332626,552.0632923,Premium,Mailed check,No,Movies,Yes,Tablet,22.33748485,62.14466656,2,Sci-Fi,1.277832456,8,Male,20,No,No,0
108,11.8767661,1282.690739,Basic,Electronic check,Yes,Both,No,Tablet,12.98648651,84.76182244,32,Fantasy,4.039788736,9,Male,19,Yes,No,0
80,12.91364213,1033.091371,Premium,Credit card,No,Movies,No,Mobile,1.006368728,79.03831184,6,Comedy,1.265447356,6,Male,20,Yes,Yes,0
48,19.23882036,923.4633771,Basic,Electronic check,Yes,TV Shows,No,Tablet,1.309852942,164.3747811,47,Sci-Fi,3.801353375,7,Male,12,No,Yes,0
7,12.63986319,88.47904236,Standard,Mailed check,No,Movies,Yes,TV,21.10992089,151.6851545,17,Drama,1.781977613,8,Male,23,Yes,Yes,0
28,16.54025266,463.1270745,Standard,Mailed check,No,TV Shows,No,TV,11.25155048,135.6103802,1,Drama,3.955136606,1,Male,14,Yes,No,0
105,7.756476606,814.4300436,Basic,Credit card,No,Both,Yes,Mobile,13.67587895,30.6978351,4,Sci-Fi,3.320465452,3,Male,15,No,Yes,0
80,5.756777597,460.5422077,Basic,Mailed check,No,TV Shows,No,Tablet,22.00681212,61.08228751,40,Drama,1.769514145,4,Male,22,Yes,No,0
90,16.70127927,1503.115134,Standard,Mailed check,No,Both,Yes,Mobile,11.12708261,148.6247382,22,Comedy,2.597757879,5,Female,6,Yes,No,0
48,19.74442258,947.7322839,Premium,Bank transfer,No,Movies,No,Mobile,19.68744016,179.6067051,20,Comedy,3.136407363,0,Male,11,No,Yes,0
108,19.87073609,2146.039498,Premium,Bank transfer,Yes,Movies,Yes,Tablet,11.53521079,31.33999916,17,Action,4.38198693,8,Female,10,No,Yes,0
87,18.44754327,1604.936264,Premium,Credit card,Yes,TV Shows,Yes,Tablet,37.67089635,168.4277837,13,Action,2.412600156,5,Male,17,Yes,Yes,0
105,14.977403,1572.627315,Premium,Bank transfer,No,TV Shows,No,Mobile,13.73307867,73.48794204,10,Sci-Fi,3.147175429,5,Female,24,No,No,1
36,11.51548956,414.5576242,Standard,Bank transfer,Yes,TV Shows,No,Computer,21.03994078,119.4047411,36,Fantasy,1.485115769,0,Female,23,Yes,Yes,0
58,14.67288553,851.027361,Basic,Mailed check,No,Movies,No,TV,4.315880435,168.0181588,41,Comedy,2.488357658,6,Male,20,No,Yes,0
9,9.109218339,81.98296505,Standard,Mailed check,No,TV Shows,No,TV,39.91170996,153.5471762,10,Comedy,2.561807249,0,Female,14,Yes,No,0
92,13.15485256,1210.246436,Standard,Credit card,Yes,TV Shows,No,Mobile,25.1503751,120.5713046,41,Sci-Fi,3.210277462,4,Female,12,Yes,No,0
2,18.4317992,36.86359839,Standard,Electronic check,Yes,Movies,No,Tablet,34.27690609,30.65985834,20,Drama,3.787902545,6,Male,4,Yes,No,1
4,10.618919,42.47567598,Premium,Credit card,No,TV Shows,No,Mobile,22.09487335,174.2829894,38,Fantasy,3.367031126,9,Male,18,Yes,Yes,0
117,13.23822141,1548.871905,Basic,Credit card,Yes,Both,Yes,Tablet,24.43462566,77.39055389,5,Sci-Fi,4.676290765,1,Male,24,No,No,0
110,19.0218465,2092.403115,Premium,Mailed check,Yes,TV Shows,No,Tablet,29.97632866,55.54472995,9,Comedy,1.465235997,2,Female,21,No,Yes,0
78,6.768060943,527.9087536,Premium,Electronic check,Yes,TV Shows,Yes,Tablet,22.12732898,91.01658097,4,Action,4.651619294,1,Female,20,Yes,Yes,0
62,5.623650517,348.666332,Standard,Electronic check,No,TV Shows,No,Tablet,27.30439218,143.0628105,26,Comedy,2.847165309,5,Female,24,Yes,No,0
20,17.75421033,355.0842067,Basic,Electronic check,No,Both,No,TV,29.60164335,9.491689944,28,Comedy,1.385267598,6,Male,18,No,Yes,0
87,18.18232706,1581.862454,Standard,Bank transfer,No,TV Shows,Yes,Tablet,4.79451546,116.6030462,1,Sci-Fi,2.214606812,8,Male,18,Yes,Yes,1
17,15.70277174,266.9471195,Premium,Credit card,No,Movies,Yes,Tablet,38.44074037,57.68294352,37,Fantasy,4.052322687,9,Female,6,Yes,No,0
84,12.85236624,1079.598764,Basic,Mailed check,No,Movies,No,Computer,38.73127227,138.4156411,30,Action,3.66650383,4,Male,5,No,No,1
28,16.94446091,474.4449054,Standard,Credit card,Yes,Movies,Yes,TV,9.127933869,114.1924924,17,Action,3.555203116,0,Female,7,No,No,0
41,12.57051495,515.3911129,Basic,Mailed check,Yes,Movies,No,Tablet,17.10734379,11.54572045,34,Fantasy,4.534684795,7,Female,11,No,No,1
13,18.02070795,234.2692034,Premium,Credit card,No,Movies,No,Mobile,21.15664871,107.6713975,37,Action,2.169253381,6,Female,11,Yes,Yes,0
117,19.02534702,2225.965602,Standard,Credit card,No,Both,No,TV,25.16226304,123.0466125,47,Fantasy,4.795859697,7,Female,5,No,No,0
79,9.208928731,727.5053697,Standard,Electronic check,Yes,Movies,No,TV,39.44953219,42.24837103,18,Comedy,2.573964685,3,Male,3,Yes,No,0
58,5.478886968,317.7754441,Premium,Electronic check,No,TV Shows,Yes,Tablet,10.02345414,62.16156438,39,Comedy,3.009346175,9,Female,17,No,No,0
53,11.56621007,613.0091335,Basic,Credit card,No,TV Shows,No,Computer,12.78599685,38.62102371,6,Fantasy,3.347848615,5,Female,24,No,Yes,0
113,15.46485113,1747.528178,Standard,Mailed check,Yes,Both,Yes,Mobile,37.19703462,68.82280059,13,Drama,1.573986345,6,Male,20,No,No,0
32,8.788880098,281.2441631,Standard,Electronic check,Yes,Movies,No,TV,2.858302125,102.2111504,24,Fantasy,1.322688314,4,Male,0,Yes,Yes,0
34,15.74652479,535.3818429,Premium,Electronic check,Yes,Both,No,Mobile,15.27133726,119.857,47,Sci-Fi,4.325246375,9,Male,23,No,No,0
37,18.18222223,672.7422226,Premium,Bank transfer,No,Both,No,Computer,28.65619521,41.9889365,15,Comedy,3.464229022,3,Female,10,No,No,1
13,14.01485274,182.1930856,Standard,Credit card,Yes,Movies,Yes,Computer,39.05269119,29.10919917,30,Comedy,4.554734691,9,Male,11,Yes,Yes,0
26,6.82528162,177.4573221,Premium,Bank transfer,Yes,Movies,Yes,TV,27.59210611,137.750443,5,Fantasy,3.337269145,4,Male,9,No,Yes,0
106,14.88050805,1577.333854,Basic,Bank transfer,Yes,Both,Yes,TV,15.61841796,87.29133983,15,Sci-Fi,3.722048735,7,Male,22,Yes,Yes,0
74,8.882146007,657.2788045,Basic,Credit card,Yes,Both,Yes,Mobile,32.03528374,138.7397338,22,Drama,4.392597841,7,Male,23,No,Yes,0
