accountage,monthlycharges,totalcharges,subscriptiontype,paymentmethod,paperlessbilling,contenttype,multideviceaccess,deviceregistered,viewinghoursperweek,averageviewingduration,contentdownloadspermonth,genrepreference,userrating,supportticketspermonth,gender,watchlistsize,parentalcontrol,subtitlesenabled
21,9.839592274,206.6314378,Standard,Bank transfer,No,Both,No,TV,39.25460763,123.0187915,31,Comedy,3.672272825,7,Female,2,Yes,No
84,11.74918534,986.9315687,Standard,Mailed check,Yes,TV Shows,No,TV,6.596192073,21.22937788,29,Comedy,2.564797779,2,Female,22,Yes,Yes
10,17.85055747,178.5055747,Basic,Bank transfer,No,TV Shows,Yes,TV,14.12926303,13.47116732,41,Drama,1.87882871,9,Male,4,Yes,No
32,9.164605488,293.2673756,Premium,Credit card,Yes,Movies,Yes,Computer,5.374157638,49.95947144,37,Drama,4.598750208,3,Male,4,Yes,Yes
77,7.676330125,591.0774196,Basic,Mailed check,Yes,Both,Yes,Computer,34.87372794,74.4623557,31,Fantasy,3.512608015,7,Female,1,Yes,Yes
48,10.04558365,482.1880151,Standard,Electronic check,No,Both,No,Computer,2.211081879,68.78870255,33,Drama,2.745107772,5,Female,24,Yes,No
21,5.004125443,105.0866343,Premium,Bank transfer,No,TV Shows,No,TV,6.313923949,106.8036831,1,Drama,3.951741604,2,Male,17,No,Yes
94,12.0270934,1130.546779,Basic,Bank transfer,Yes,Movies,No,TV,23.11896191,151.2269235,26,Sci-Fi,2.756321334,4,Male,7,Yes,Yes
88,19.06491362,1677.712399,Premium,Electronic check,No,Both,No,Tablet,17.2922154,80.9895213,6,Action,3.870561107,9,Female,18,Yes,No
38,16.05063371,609.9240812,Standard,Credit card,No,Movies,Yes,Computer,3.40610231,47.14790929,33,Action,4.192300465,4,Female,0,No,No
113,18.94092016,2140.323978,Standard,Electronic check,Yes,Movies,No,Computer,28.90322237,27.7479618,22,Drama,3.081862116,2,Male,23,No,No
109,14.87495683,1621.370294,Standard,Electronic check,Yes,TV Shows,Yes,Mobile,34.96974715,82.11742699,44,Drama,3.362017075,8,Male,8,No,Yes
55,7.4949923,412.2245765,Standard,Electronic check,Yes,Movies,Yes,Computer,11.62765392,138.8037678,27,Comedy,4.941986742,8,Female,11,Yes,No
56,7.066679147,395.7340322,Standard,Bank transfer,No,Movies,No,Tablet,25.17930458,127.1623799,12,Sci-Fi,1.519035028,0,Male,19,Yes,No
31,11.25260892,348.8308767,Basic,Electronic check,Yes,Both,Yes,Tablet,1.615690225,46.40944849,40,Action,4.003687817,8,Male,18,Yes,No
46,15.56360404,715.9257858,Basic,Bank transfer,No,TV Shows,Yes,Computer,27.38569617,174.1717215,49,Drama,2.104753208,4,Male,20,Yes,No
43,16.24027769,698.3319408,Standard,Bank transfer,No,TV Shows,Yes,TV,22.05634838,7.809654374,21,Drama,1.350128488,9,Female,4,Yes,Yes
65,13.01449444,845.9421383,Standard,Credit card,Yes,TV Shows,No,Computer,22.33750872,171.7708018,39,Drama,2.948036976,1,Male,24,Yes,No
112,19.07132782,2135.988715,Premium,Mailed check,No,Both,No,Tablet,11.22168758,84.0169263,5,Action,3.400128501,2,Female,5,No,Yes
90,16.16992591,1455.293332,Premium,Credit card,Yes,Both,Yes,TV,6.225529917,16.61136833,33,Drama,1.70986489,9,Female,8,No,Yes
78,19.65294935,1532.930049,Basic,Electronic check,No,Movies,No,Computer,18.58988102,106.185266,0,Drama,2.302236878,5,Female,13,Yes,Yes
95,11.44560657,1087.332624,Standard,Bank transfer,Yes,TV Shows,Yes,Tablet,36.5970034,145.0308852,39,Fantasy,4.466875096,2,Male,6,Yes,Yes
5,7.416730433,37.08365217,Premium,Electronic check,No,TV Shows,Yes,Tablet,23.43610117,116.4280621,24,Drama,3.124955962,3,Female,4,No,No
16,18.72923037,299.6676859,Standard,Mailed check,No,Movies,Yes,Computer,14.0462939,111.7718291,45,Comedy,2.793691886,7,Female,3,Yes,Yes
109,17.39174739,1895.700466,Standard,Mailed check,Yes,Movies,Yes,Computer,15.11104969,49.48522147,17,Drama,4.976447919,6,Female,19,No,Yes
52,12.68824075,659.7885192,Premium,Mailed check,No,Movies,Yes,Tablet,22.21075396,43.40510265,20,Drama,1.635297361,3,Female,6,Yes,Yes
74,6.324006295,467.9764658,Standard,Credit card,Yes,TV Shows,Yes,Tablet,3.07385347,171.9339716,10,Action,4.041949969,2,Male,7,Yes,No
113,5.50017469,621.51974,Premium,Mailed check,Yes,Both,No,Computer,19.71311646,44.297312,23,Comedy,4.21477964,2,Male,6,Yes,Yes
18,12.93142368,232.7656263,Basic,Mailed check,Yes,TV Shows,Yes,Tablet,36.95036903,106.8016011,42,Fantasy,1.832642497,9,Female,9,No,Yes
118,14.01281836,1653.512567,Basic,Bank transfer,Yes,Both,Yes,TV,28.48998772,11.0340852,35,Comedy,1.541459203,1,Female,3,No,No
5,5.278397351,26.39198675,Premium,Bank transfer,Yes,Both,No,Tablet,5.743696337,31.35938187,0,Sci-Fi,2.728063363,4,Male,17,No,No
118,13.14071374,1550.604221,Basic,Mailed check,No,Both,Yes,Tablet,4.119013486,149.6595662,46,Drama,2.892764719,4,Male,14,No,No
60,17.05304302,1023.182581,Standard,Mailed check,Yes,Both,Yes,Computer,1.131685771,80.73382375,0,Fantasy,3.314244599,6,Male,16,No,Yes
44,13.73271932,604.2396499,Basic,Electronic check,No,TV Shows,No,TV,39.2267517,152.9458922,41,Comedy,3.749094404,0,Male,1,No,Yes
32,8.49804857,271.9375542,Basic,Electronic check,No,Both,Yes,Mobile,10.5057975,73.25889445,18,Fantasy,1.454376765,3,Male,21,No,No
68,6.507002552,442.4761735,Standard,Mailed check,Yes,Both,No,Tablet,35.03477848,26.18809259,39,Action,1.738915162,1,Male,3,No,Yes
81,10.27151733,831.9929036,Premium,Mailed check,Yes,Both,No,TV,26.35136929,11.885101,18,Fantasy,1.439355355,2,Female,4,No,No
84,9.395470486,789.2195208,Basic,Bank transfer,No,Movies,Yes,TV,21.53322918,64.32788017,30,Comedy,2.07714913,4,Female,8,No,No
17,9.717414166,165.1960408,Basic,Credit card,Yes,Both,No,Tablet,29.29847785,50.70511057,32,Comedy,4.331285042,4,Male,10,Yes,Yes
81,11.83808864,958.8851795,Premium,Electronic check,No,TV Shows,No,TV,31.70205241,84.091391,42,Sci-Fi,2.293313744,8,Female,11,No,Yes
62,7.775975926,482.1105074,Premium,Bank transfer,No,Both,No,Mobile,9.815353446,13.80019927,5,Fantasy,4.347763905,9,Male,20,Yes,Yes
60,18.23519628,1094.111777,Standard,Mailed check,Yes,Both,Yes,Tablet,13.04042214,127.1716701,18,Comedy,3.370759675,3,Male,13,Yes,Yes
65,16.2007966,1053.051779,Basic,Electronic check,Yes,Both,No,Mobile,13.41185766,49.32675614,29,Drama,4.220250437,7,Male,23,Yes,Yes
79,15.94374171,1259.555595,Premium,Mailed check,No,Movies,Yes,TV,3.456438872,64.92282246,13,Drama,1.787006734,5,Female,10,Yes,No
47,5.133910756,241.2938056,Standard,Credit card,Yes,Movies,No,Computer,1.429092434,147.3469365,30,Action,3.338636593,5,Male,5,No,Yes
23,16.5473567,380.5892041,Basic,Mailed check,Yes,Movies,Yes,Mobile,8.450844528,146.6064028,47,Comedy,4.757816369,5,Male,0,Yes,Yes
69,6.061519131,418.24482,Basic,Electronic check,Yes,TV Shows,No,Tablet,3.623908019,47.96304429,20,Drama,4.849146404,1,Female,23,No,Yes
60,16.5800107,994.8006421,Premium,Bank transfer,Yes,TV Shows,Yes,Mobile,22.45746575,163.9350981,40,Fantasy,2.497265466,7,Male,7,No,No
104,5.925181822,616.2189094,Standard,Bank transfer,No,Movies,Yes,Tablet,34.17744708,108.3564305,6,Action,3.213308479,6,Male,22,No,Yes
89,19.94152104,1774.795372,Standard,Bank transfer,No,Movies,No,Mobile,9.256859726,58.81243198,15,Fantasy,1.680951779,5,Female,8,Yes,Yes
106,11.05456267,1171.783643,Premium,Bank transfer,Yes,TV Shows,No,Computer,28.65130889,53.10970023,19,Comedy,4.904213671,4,Female,20,Yes,Yes
41,7.130951132,292.3689964,Basic,Electronic check,No,Movies,No,Computer,12.9490216,164.2911,33,Comedy,1.266641972,4,Male,11,Yes,No
49,14.24452052,697.9815055,Standard,Electronic check,No,Movies,Yes,Mobile,9.125192399,42.08966938,8,Action,4.060427671,2,Male,16,No,No
78,9.979844153,778.4278439,Premium,Electronic check,Yes,Movies,Yes,Mobile,26.86094357,148.7387539,28,Fantasy,3.217281404,2,Male,16,Yes,Yes
66,12.62166432,833.0298453,Standard,Credit card,No,Movies,No,Tablet,20.6352631,152.2235542,34,Action,3.735046945,6,Female,23,No,Yes
23,16.04645649,369.0684993,Premium,Mailed check,Yes,TV Shows,Yes,Computer,4.095025885,71.93995229,33,Action,4.956788786,4,Female,12,No,No
18,17.75279965,319.5503936,Premium,Credit card,Yes,Movies,Yes,Mobile,4.657691822,70.09664343,27,Drama,4.948828573,1,Female,14,Yes,No
64,6.909564471,442.2121261,Standard,Electronic check,Yes,Both,No,Computer,29.74067707,26.61960008,48,Action,2.153054227,2,Female,12,Yes,No
63,13.51364617,851.3597086,Premium,Credit card,No,Movies,Yes,TV,19.88889851,165.1329331,27,Fantasy,4.633261553,4,Male,8,No,Yes
53,9.477476872,502.3062742,Basic,Bank transfer,No,Both,No,TV,1.95185452,91.42873043,33,Sci-Fi,2.42460329,9,Female,1,No,No
26,12.11163069,314.9023979,Basic,Credit card,Yes,Movies,No,Computer,31.09481372,172.1772606,29,Sci-Fi,2.618925653,4,Male,0,No,Yes
106,10.49651812,1112.630921,Premium,Bank transfer,Yes,Movies,Yes,TV,17.28316094,124.1392374,15,Fantasy,1.849216568,7,Female,17,Yes,No
112,12.28944704,1376.418068,Standard,Credit card,No,TV Shows,Yes,Tablet,11.4983989,83.48288855,27,Sci-Fi,3.91206092,8,Female,1,Yes,No
39,19.32722063,753.7616047,Basic,Bank transfer,No,TV Shows,Yes,TV,8.783436727,96.41970485,22,Fantasy,4.35428746,2,Female,7,Yes,Yes
63,14.81848278,933.5644151,Premium,Electronic check,No,TV Shows,Yes,TV,5.583858204,136.2172967,46,Sci-Fi,3.46162326,3,Male,4,Yes,Yes
36,10.56586794,380.371246,Basic,Credit card,No,TV Shows,No,Mobile,8.40216732,81.5468971,0,Comedy,1.6591815,2,Female,6,No,No
112,9.050638552,1013.671518,Premium,Electronic check,Yes,Movies,Yes,Computer,36.88247953,102.2190999,8,Comedy,4.238721266,9,Female,9,No,Yes
73,13.25257196,967.4377532,Basic,Bank transfer,Yes,Both,Yes,TV,1.153777978,53.65169858,20,Action,1.959336018,4,Male,3,No,Yes
33,11.13567626,367.4773165,Standard,Electronic check,No,Movies,Yes,Tablet,33.6831906,106.120925,45,Drama,1.677214713,4,Male,8,Yes,Yes
111,15.64511372,1736.607623,Premium,Credit card,Yes,Movies,Yes,Mobile,14.72571757,42.00942826,42,Fantasy,1.565246146,9,Male,21,Yes,No
91,5.677897967,516.688715,Premium,Credit card,No,TV Shows,Yes,Tablet,31.1538535,15.38978496,20,Action,4.484967715,1,Male,21,No,Yes
11,16.8859464,185.7454104,Premium,Electronic check,No,TV Shows,No,Tablet,3.514231142,10.72792347,20,Drama,3.169701028,5,Male,6,Yes,Yes
116,11.9713775,1388.67979,Basic,Bank transfer,No,Both,Yes,Tablet,4.578623624,134.0840724,32,Action,3.377940079,5,Male,12,Yes,No
44,5.824773213,256.2900214,Premium,Bank transfer,No,TV Shows,No,Mobile,13.47230592,169.154797,11,Comedy,3.543419486,8,Female,20,No,Yes
10,10.68185917,106.8185917,Basic,Electronic check,Yes,Both,No,Tablet,8.527364215,139.863442,5,Sci-Fi,1.952403783,7,Male,18,Yes,Yes
21,13.33957585,280.1310928,Premium,Electronic check,No,TV Shows,Yes,Tablet,30.1419391,166.6909584,38,Sci-Fi,2.83120413,5,Female,5,Yes,Yes
75,19.52623246,1464.467434,Standard,Bank transfer,No,Both,Yes,TV,7.103766561,16.13004075,0,Drama,2.212645017,5,Male,20,Yes,Yes
58,6.852656368,397.4540694,Standard,Mailed check,Yes,Movies,Yes,Tablet,2.573220094,74.88016885,5,Drama,4.606260126,7,Female,2,Yes,No
49,8.166509803,400.1589804,Basic,Credit card,No,Both,Yes,Mobile,27.3585921,159.1299638,47,Drama,3.234892319,9,Male,5,No,No
42,19.69917216,827.3652306,Premium,Credit card,No,Both,Yes,Tablet,5.477289304,76.37000945,24,Comedy,3.878279888,6,Female,6,Yes,Yes
95,11.71428595,1112.857165,Standard,Bank transfer,Yes,TV Shows,Yes,Mobile,29.61145493,153.0541048,45,Fantasy,4.835589941,0,Female,4,No,Yes
8,12.50466365,100.0373092,Standard,Mailed check,No,Movies,No,Tablet,10.46917611,108.2885334,39,Comedy,4.318646352,0,Male,2,Yes,Yes
13,12.93627153,168.1715299,Premium,Credit card,No,Movies,No,TV,2.815178663,118.706436,40,Sci-Fi,4.612131319,8,Male,22,Yes,Yes
73,10.91519264,796.809063,Basic,Credit card,Yes,Both,No,Tablet,26.35645723,121.8617995,46,Fantasy,1.510195869,7,Male,19,Yes,Yes
81,5.815288582,471.0383751,Premium,Mailed check,Yes,TV Shows,Yes,Computer,15.22088592,90.00625511,36,Comedy,2.394677057,4,Female,17,Yes,Yes
14,5.60405405,78.4567567,Basic,Electronic check,Yes,Both,Yes,TV,1.603400351,113.7822223,17,Comedy,2.254094658,8,Female,17,Yes,Yes
99,16.29885612,1613.586756,Premium,Mailed check,Yes,Both,No,Tablet,7.742825078,160.2309928,24,Sci-Fi,4.156730637,8,Male,10,No,No
25,6.48090503,162.0226257,Basic,Bank transfer,No,TV Shows,No,Mobile,5.080211428,66.39972467,37,Action,1.044889357,0,Male,23,No,No
9,9.011551944,81.10396749,Standard,Mailed check,Yes,TV Shows,Yes,Tablet,25.7915675,135.7654229,2,Sci-Fi,3.923294719,1,Male,1,No,No
116,16.14865363,1873.243821,Standard,Bank transfer,Yes,Both,No,Mobile,14.3882462,72.27227163,1,Fantasy,3.222852796,6,Female,7,Yes,Yes
45,6.372464697,286.7609114,Standard,Credit card,Yes,Movies,No,Mobile,26.28531651,176.4882692,21,Comedy,4.046076359,2,Female,9,Yes,Yes
66,7.916500124,522.4890082,Premium,Credit card,No,Movies,No,Mobile,27.24377581,86.62355682,49,Drama,1.490099295,0,Male,16,Yes,Yes
109,5.944655737,647.9674754,Standard,Bank transfer,Yes,Both,Yes,Tablet,27.16780747,87.29570688,48,Sci-Fi,3.3431978,4,Male,0,No,No
111,18.21709621,2022.097679,Premium,Electronic check,Yes,TV Shows,No,Computer,13.76579418,6.386768388,23,Fantasy,3.69871096,1,Male,3,No,No
112,11.13756407,1247.407176,Basic,Bank transfer,No,Both,No,Tablet,33.70565849,141.4927694,42,Fantasy,2.038655452,7,Female,12,No,Yes
44,17.37478498,764.4905393,Basic,Bank transfer,No,Both,No,Mobile,33.21566468,172.6678059,4,Action,1.406622717,6,Male,0,Yes,Yes
97,5.973931755,579.4713802,Standard,Mailed check,No,Both,No,TV,25.96419329,31.2466051,36,Sci-Fi,2.593643088,4,Female,18,Yes,No
105,8.250202174,866.2712283,Standard,Mailed check,No,TV Shows,Yes,TV,34.99807495,86.99998155,20,Sci-Fi,3.852741724,2,Male,15,No,Yes
119,7.670781813,912.8230357,Premium,Mailed check,No,TV Shows,Yes,Mobile,27.35596488,77.32248947,10,Drama,1.649712718,9,Female,15,Yes,No
35,6.803576151,238.1251653,Premium,Mailed check,Yes,TV Shows,Yes,Tablet,24.25737183,122.3442537,40,Comedy,4.678378856,7,Female,22,No,Yes
88,8.06339166,709.5784661,Basic,Electronic check,No,Movies,No,TV,28.61460211,75.95043008,23,Comedy,4.012272506,1,Male,5,Yes,Yes
109,18.18606513,1982.281099,Premium,Bank transfer,No,Both,Yes,Mobile,35.48686468,84.80367679,21,Fantasy,1.939461971,9,Male,9,No,Yes
102,6.546333004,667.7259664,Premium,Bank transfer,Yes,TV Shows,No,TV,8.909829694,90.91679037,47,Fantasy,1.867082375,6,Female,16,No,No
38,15.28327284,580.7643679,Premium,Bank transfer,No,Both,No,TV,10.45767618,168.1487437,7,Sci-Fi,2.566352407,9,Female,24,No,Yes
2,8.321619002,16.643238,Premium,Mailed check,No,Both,No,Mobile,22.83428,8.949518989,31,Comedy,3.696967407,2,Male,5,No,Yes
53,8.00114553,424.0607131,Premium,Mailed check,No,Movies,Yes,Computer,25.16909128,122.3535126,31,Sci-Fi,2.804151243,4,Male,11,Yes,Yes
8,12.2720342,98.17627356,Standard,Electronic check,No,Both,No,Computer,21.03161541,24.50963098,7,Sci-Fi,1.371434279,5,Male,21,No,Yes
109,17.39925149,1896.518413,Standard,Bank transfer,No,Both,Yes,Computer,11.6517412,40.83849008,7,Comedy,2.953560973,0,Female,24,No,Yes
86,19.63873071,1688.930841,Premium,Credit card,Yes,Movies,No,Tablet,12.37422754,59.35969085,9,Action,4.209108526,8,Male,9,No,Yes
107,14.05069281,1503.42413,Premium,Bank transfer,Yes,TV Shows,No,Computer,36.61272775,148.4337216,6,Fantasy,3.617850385,1,Male,7,Yes,Yes
104,17.83969405,1855.328181,Standard,Bank transfer,Yes,TV Shows,No,Tablet,31.69918111,116.7101934,18,Sci-Fi,4.807429087,4,Male,17,Yes,No
17,13.7156149,233.1654533,Basic,Bank transfer,Yes,Both,Yes,Mobile,11.22800355,12.7416895,14,Action,3.098273363,3,Male,1,Yes,No
47,14.76349017,693.8840381,Premium,Credit card,No,TV Shows,Yes,Tablet,11.35436322,35.2625715,19,Fantasy,1.543685937,9,Male,18,No,Yes
116,16.27647076,1888.070608,Standard,Credit card,No,Movies,Yes,Tablet,10.86678032,104.6686886,46,Drama,3.859369611,3,Male,21,No,Yes
14,19.71439091,276.0014728,Premium,Electronic check,Yes,Both,No,Mobile,18.92028093,113.3862219,3,Fantasy,3.13369578,0,Female,3,No,Yes
86,9.271297172,797.3315568,Premium,Credit card,Yes,TV Shows,No,Tablet,2.982618216,51.37112073,41,Drama,1.78941768,4,Male,6,Yes,Yes
2,17.97988474,35.95976948,Basic,Mailed check,No,Movies,No,Computer,14.82864804,94.6649195,42,Sci-Fi,3.51475679,7,Female,1,No,No
117,9.406461812,1100.556032,Basic,Credit card,Yes,Both,No,Tablet,5.437243272,122.0209639,27,Fantasy,2.117179497,7,Female,21,No,No
41,11.9675062,490.6677543,Standard,Mailed check,No,Movies,No,Mobile,20.84058803,132.065557,25,Comedy,2.116056962,5,Male,1,No,Yes
74,8.314082156,615.2420796,Premium,Mailed check,No,TV Shows,No,TV,26.0931628,81.04231871,46,Drama,1.711631019,4,Male,24,Yes,No
6,15.58000872,93.48005235,Basic,Bank transfer,No,Movies,No,TV,29.160909,116.6049889,14,Action,2.336115214,6,Male,10,Yes,Yes
63,10.5714861,666.0036241,Basic,Mailed check,No,TV Shows,No,Tablet,14.43096067,151.8604024,28,Fantasy,4.088481634,3,Female,19,No,Yes
78,19.33787994,1508.354635,Premium,Credit card,No,TV Shows,No,Computer,13.23966601,96.20907384,0,Sci-Fi,2.342905351,6,Male,11,Yes,No
38,13.09823191,497.7328128,Standard,Electronic check,Yes,Movies,No,Mobile,24.64185142,127.5986814,21,Drama,3.537870457,8,Female,20,No,No
73,19.93286041,1455.09881,Basic,Electronic check,Yes,TV Shows,Yes,Tablet,38.15464014,114.8185984,13,Drama,2.362852491,4,Female,13,Yes,Yes
76,10.72734693,815.2783665,Premium,Bank transfer,No,Movies,Yes,Tablet,7.635781987,16.93396438,38,Comedy,3.343188972,6,Male,16,Yes,No
33,7.222768411,238.3513576,Standard,Mailed check,No,TV Shows,No,Mobile,8.696959129,111.2950248,14,Drama,1.414454259,7,Female,16,Yes,Yes
42,19.81709038,832.3177959,Premium,Mailed check,No,Movies,No,Mobile,29.51282342,34.88125338,9,Comedy,3.846373764,1,Male,6,Yes,Yes
71,16.80626155,1193.24457,Standard,Bank transfer,Yes,Movies,Yes,Tablet,19.47020206,124.2059191,20,Comedy,4.762424317,2,Male,9,No,No
64,12.60491146,806.7143336,Standard,Electronic check,Yes,Both,Yes,Computer,26.54947818,7.060975411,8,Drama,3.214434595,1,Female,3,No,Yes
75,5.321912124,399.1434093,Basic,Electronic check,No,TV Shows,Yes,Computer,13.28975989,141.2181047,0,Action,4.084803092,3,Female,18,No,Yes
111,6.2904735,698.2425585,Basic,Electronic check,Yes,Movies,Yes,Tablet,36.16541835,80.08360559,36,Drama,2.013628373,4,Female,8,No,Yes
90,14.93402182,1344.061964,Premium,Mailed check,Yes,Movies,Yes,TV,22.95729194,99.77232229,2,Sci-Fi,4.171976132,6,Female,1,No,No
10,13.13012987,131.3012987,Premium,Bank transfer,Yes,Both,Yes,Tablet,18.84261992,15.09140056,10,Sci-Fi,3.8783225,7,Male,17,Yes,No
26,6.79951531,176.7873981,Standard,Mailed check,No,Both,No,Tablet,1.779406786,117.7897105,40,Sci-Fi,4.864738097,2,Male,4,Yes,Yes
102,6.520389588,665.0797379,Basic,Electronic check,No,Both,Yes,Computer,36.69818157,153.7362478,18,Fantasy,2.376165788,0,Female,2,No,Yes
56,16.21137891,907.8372189,Standard,Mailed check,Yes,TV Shows,Yes,Mobile,16.42163984,154.613162,28,Fantasy,4.778119781,2,Male,16,No,Yes
76,12.59556679,957.2630763,Standard,Bank transfer,Yes,Both,Yes,Computer,33.12610647,47.00578388,42,Fantasy,3.398411922,8,Female,0,No,No
66,8.677261004,572.6992263,Standard,Credit card,Yes,TV Shows,Yes,Tablet,22.8915096,40.80348739,2,Sci-Fi,3.659608384,6,Female,17,No,No
63,9.294328886,585.5427198,Premium,Credit card,No,Both,Yes,Mobile,24.87658845,168.373329,14,Fantasy,2.573356262,4,Male,0,Yes,Yes
33,13.91325341,459.1373625,Premium,Electronic check,Yes,Both,Yes,TV,1.982263851,158.5919953,23,Comedy,3.011110228,9,Female,19,Yes,Yes
100,14.63455421,1463.455421,Premium,Mailed check,Yes,Movies,No,Computer,35.3054935,17.87500482,18,Sci-Fi,3.672187874,6,Male,14,Yes,No
30,10.31719324,309.5157972,Basic,Credit card,Yes,TV Shows,Yes,Tablet,16.36046961,38.93357968,9,Comedy,4.374038946,7,Female,24,Yes,Yes
16,10.90253875,174.4406199,Premium,Credit card,No,Both,Yes,Computer,6.373995242,95.76403042,40,Sci-Fi,2.271198767,3,Female,18,Yes,Yes
29,17.54869246,508.9120813,Premium,Electronic check,Yes,Movies,No,Mobile,9.226409164,27.88772846,1,Drama,2.726920753,7,Male,15,No,No
74,12.33008641,912.426394,Standard,Electronic check,Yes,Both,No,Tablet,12.01543943,47.66602312,20,Comedy,4.341319491,5,Female,24,Yes,No
42,12.22314506,513.3720924,Premium,Mailed check,No,Both,No,Computer,19.00157698,94.34919361,49,Sci-Fi,4.631711628,6,Male,3,Yes,No
29,10.45122645,303.0855671,Standard,Electronic check,No,Movies,Yes,Tablet,4.4459299,64.3033777,22,Comedy,1.828007662,6,Male,12,Yes,No
11,6.927017661,76.19719427,Premium,Credit card,No,Movies,No,Tablet,28.34939064,159.0748835,46,Comedy,3.739987143,2,Female,5,No,Yes
3,13.43133687,40.2940106,Standard,Bank transfer,No,TV Shows,No,Mobile,10.6232997,67.16431292,23,Comedy,4.881453625,3,Female,6,No,Yes
75,8.243280466,618.246035,Basic,Credit card,Yes,Both,No,Mobile,20.25432086,9.493483743,21,Sci-Fi,3.701389036,1,Female,18,No,No
58,19.5773477,1135.486167,Standard,Mailed check,No,Movies,Yes,Computer,38.20068479,124.8656309,44,Sci-Fi,3.126824758,1,Male,4,Yes,Yes
98,14.92749153,1462.89417,Basic,Bank transfer,No,Both,Yes,Computer,28.96008321,142.5596852,48,Comedy,1.826649713,3,Male,11,Yes,No
104,10.34115626,1075.480251,Basic,Electronic check,No,TV Shows,No,Computer,24.92501257,79.0397033,15,Fantasy,2.85653873,1,Male,17,Yes,No
107,12.66936397,1355.621945,Basic,Electronic check,Yes,Movies,Yes,Computer,1.244074238,74.75130401,37,Action,3.827197246,3,Female,3,Yes,Yes
28,19.62490473,549.4973324,Premium,Electronic check,No,Movies,Yes,Tablet,24.25469343,156.6839021,45,Sci-Fi,1.273382706,9,Male,14,Yes,No
35,5.459959358,191.0985775,Premium,Mailed check,No,Both,Yes,TV,34.88804822,120.8724139,17,Sci-Fi,4.305319356,6,Female,18,No,No
111,11.32569133,1257.151737,Basic,Credit card,Yes,TV Shows,Yes,TV,14.61823243,17.23862118,40,Fantasy,1.309803959,7,Male,19,Yes,No
